user_ticket,ticket_owner,text,ts,thread_ts,latest_reply,t_revisado,t_resuelto,t_finalizado,nuevo_req,ticket_ops,ticket_tech,urgente,Duracion_Ticket_horas
vprieto,,:writing_hand::skin-tone-3: :robot_face: Crear iframe responsivo a canal (Whatsapp y Facebook) para poder ver como se verá un Bot en los diferentes canales conforme a las definiciones de cada uno de ellos.,2022-02-02 22:30:54,2022-02-02 22:30:54,2022-02-03 15:05:16,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,16.57
vprieto,andresg,":writing_hand::skin-tone-3: :robot_face: :dart: Crear Plantilla/Categoría en Kriator que ya esté conectada con alguna integración (PlanOk, HCMFront, etc) y que esta Plantilla/Categoría sólo esté disponible para un grupo específico de usuarios que podamos entregar accesos.",2022-02-03 15:17:33,2022-02-03 15:17:33,2022-02-14 14:39:37,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,263.37
istuardo,istuardo,:rotating_light: :robot_face: :dart:  _*GTD*_: Cambiar la fecha de cierre de los formularios de _Oportunidades de impacto_. Nueva fecha que debe ser: 06/03/2022 23:59. Se solicita de forma urgente.,2022-02-07 13:54:52,2022-02-07 13:54:52,2022-02-07 14:03:09,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,0.14
paula,,":rotating_light::robot_face: *Live Chat:* 
Aparecen y desaparecen los chats. En la parte de chats en espera.

*Chat Juan*. Desapareció a las 12:04 pm hora Colombia. Y volvió a aparecer a las 12:37",2022-02-07 17:44:06,2022-02-07 17:44:06,2022-02-09 14:12:45,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,44.48
paula,juan,":rotating_light::robot_face: *Live Chat:*
No esta sonando las notificaciones cuando un nuevo usuario ingresa a la parte de chats en espera.",2022-02-07 17:44:40,2022-02-07 17:44:40,2022-02-07 21:36:28,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.86
paula,juan,":rotating_light::robot_face: *Live Chat:*
La hora y día de los chats están desconfiguradas. No aparece la fecha de del día de hoy una vez ingresan al apartado de chats en espera.",2022-02-07 17:46:31,2022-02-07 17:46:31,2022-02-07 22:00:40,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,4.24
paula,,":writing_hand::skin-tone-3::robot_face: *Solicitud de usuario:* 
• Ajustar la hora en la que Berta esta haciendo sus reactivaciones automáticas. en el cron de reactivación.  *Hacer las reactivaciones (del cron de reactivación) después de las 10:00 am.* Actualmente se las esta haciendo en el horario que se ve en la imagen adjunta. 
• *ID:* 183030
• *WhatsApp:* <tel:+56966573978|+56 9 6657 3978>",2022-02-07 18:43:14,2022-02-07 18:43:14,2022-02-14 14:40:04,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,163.95
paula,istuardo,":rotating_light::robot_face: La siguiente psicologa no puede ingresar al Live chat desde su pc. Envío sus credenciales:

• Empresa: Completamente
• Usiario:danielaz
• pass: completamente
",2022-02-07 19:37:23,2022-02-07 19:37:23,2022-02-07 19:49:16,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.2
paula,juan,":writing_hand::skin-tone-3: :robot_face: Ajustar el responsive en versión celular del live chat.

Se cortan las palabras del mensaje, de manera que no se puede entender tan facilmente el mismo.

Gracias!",2022-02-07 19:52:30,2022-02-07 19:52:30,2022-02-09 13:51:16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,41.98
jmansilla,nsanhueza,":robot_face:  Campañas no tiene seguimiento a las activaciones enviadas, falta implementar call back y estado envio mensaje",2022-02-07 20:46:32,2022-02-07 20:46:32,2022-02-21 14:32:04,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,329.76
istuardo,david,:writing_hand::skin-tone-4: :dart: _*Delivery Gourmet*_: Agregar btnLiveChat al flujo,2022-02-08 14:33:33,2022-02-08 14:33:33,2022-02-14 14:43:37,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,144.17
istuardo,istuardo,:writing_hand::skin-tone-4: :dart::robot_face: _*ImproveBot:*_ Agregar estado de conexión (LiveChat),2022-02-08 14:37:12,2022-02-08 14:37:12,2022-02-16 14:33:05,FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,191.93
istuardo,istuardo,:writing_hand::skin-tone-4:  :robot_face: :dart:  _*ImproveBot*_: Agregar https a <http://app.krino.ai|app.krino.ai>,2022-02-08 14:54:43,2022-02-08 14:54:43,2022-02-14 14:46:18,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,143.86
omar,juan,:rotating_light: :robot_face:  Landing: El PopUP de registro no te lleva a ningún lado,2022-02-08 14:57:48,2022-02-08 14:57:48,2022-02-14 14:48:14,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,143.84
juan,nsanhueza,":rotating_light: :robot_face:live-chat no está funcionando ni en whastApp ni en Web.
el pedir hablar con un ejecutivo no se envía el mensaje de ""un ejecutivo te contactará"" y no aparece en los chats en espera",2022-02-08 16:32:28,2022-02-08 16:32:28,2022-02-08 18:03:22,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,1.52
istuardo,istuardo,:writing_hand::skin-tone-4:  :dart: I_*mproveBot - Iframe Web:*_ Ajustar color del texto dependiendo del color del botón,2022-02-08 19:12:03,2022-02-08 19:12:03,2022-02-08 19:22:46,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,0.18
istuardo,istuardo,":rotating_light: :robot_face: :dart: _*GTD*_: Usuario participó en torneo anterior, tanto como usuario como calificador, pero el usuario no puede volver a ingresar a esta nueva postulación",2022-02-08 19:14:56,2022-02-08 19:14:56,2022-02-10 14:45:53,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,43.52
aidnes,,:money_with_wings: :robot_face: :dart:: Llenar formulario de funcionalidades de herramienta para poder crear matriz comercial de capacidad Krino. Este doc debe estar completo por tech y ops antes del cierre del día - <https://docs.google.com/spreadsheets/d/1399VNtBQYM88GbQiqJnZOMdB55vxQEzIRqugVqNwHQg/edit?usp=sharing|Link de Documento>,2022-02-08 22:05:43,2022-02-08 22:05:43,2022-02-16 14:36:26,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,184.51
istuardo,jmansilla,:rotating_light: :robot_face: :dart: _*IMPROVEBOT LIVE CHAT*_: Boton LiveChat no se muestra en bot DG. FAQ 11279,2022-02-09 3:20:02,2022-02-09 3:20:02,2022-02-10 14:47:14,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,35.45
istuardo,istuardo,:raised_hands::skin-tone-4: :dart: _*IMPROVEBOT DOCUMENTACIÓN*_: Documentar usos de la API custom que está fuera de IMPROVEBOT,2022-02-09 13:51:32,2022-02-09 13:51:32,2022-02-09 13:52:35,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,0.02
vprieto,,":money_with_wings::writing_hand::skin-tone-4::robot_face: Factibilidad para BMW:

El cliente necesita centralizar en una formato online, sencillo y manejable a los candidatos que hayan aplicado a sus vacantes (exportar, ordenar, agrupar) y después poderles enviar campañas de cierre, continuación, etc... (campaña mediante Whatsapp o email).",2022-02-09 23:18:01,2022-02-09 23:18:01,2022-02-16 16:19:36,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,161.03
jael,jmansilla,":rotating_light::robot_face: <http://Krino.ai|Krino.ai> marca ésto, solo funciona la de <http://dev.krino.ai|dev.krino.ai>",2022-02-10 19:06:18,2022-02-10 19:06:18,2022-02-14 14:58:11,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,91.86
david,nsanhueza,:rotating_light: :robot_face: no esta funcionando la toma de variables en kriator,2022-02-10 22:21:00,2022-02-10 22:21:00,2022-02-11 15:15:49,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,16.91
paula,nsanhueza,":rotating_light::robot_face: Agregar la imagen adjunta en link al template de twilio nueva_imagen_berta (Esto es urgente ya que debemos enviar este template hoy)

El template ya esta pedido y aprobado.

Gracias!",2022-02-11 16:18:56,2022-02-11 16:18:56,2022-02-14 13:40:14,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,69.36
paula,nsanhueza,":writing_hand::skin-tone-3::robot_face: Enviar template de lanzamiento de nueva imagen de Berta a los usuarios de SII Group entre las 3:00 pm a 5:00 pm chile
• _Nombre del template:_ nueva_imagen_berta
• _Estado del template:_ Aprobado
Lista de la Query de los usuarios a los cuales hay que enviarle el template. Esta <https://docs.google.com/spreadsheets/d/1GcPb8MtcVvczV4sw6Kh9stW7n_KIxWwRlNtfdkiVhbk/edit?usp=sharing|aquí>",2022-02-11 16:21:12,2022-02-11 16:21:12,2022-02-11 20:34:09,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4.22
paula,,:writing_hand::skin-tone-3::robot_face: Poder que las imágenes que se cargan aparezcan primero que el Botón y no después de estas.,2022-02-11 18:50:30,2022-02-11 18:50:30,2022-02-14 14:59:29,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,68.15
istuardo,istuardo,:dart: *_Iframe_:* Arreglar estilos en Iframe,2022-02-14 14:45:37,2022-02-14 14:45:37,2022-02-16 14:04:27,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,47.31
paula,nsanhueza,":writing_hand::skin-tone-3::robot_face: Cuando se cargan las imágenes en Improvebot, no se están guardando. De manera que cuando se hacen pruebas aparece el mensaje pero sin la Imagen. A si se haya cargado varias veces",2022-02-14 14:57:10,2022-02-14 14:57:10,2022-02-25 14:15:55,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,263.31
paula,,":writing_hand::skin-tone-3::robot_face: El siguiente usuario quedo en Loop _""Ups..No te entendí"" . Please sacarla del Loop_ :pray::skin-tone-3:
• ID: 184973
• WhatsApp: <tel:+5212224260345|+5212224260345>
• FAQ en la que se quedó: 4435
",2022-02-14 16:34:46,2022-02-14 16:34:46,2022-02-15 21:37:16,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,29.04
paula,,":writing_hand::skin-tone-3::robot_face: Enviar template feliz día de san valentin de Berta a los usuarios de SII Group entre las 7:00 pm a 8:00 pm chile
• _Nombre del template:_ san_valentin_berta
• _Estado del template:_ Aprobado
Lista de la Query de los usuarios a los cuales hay que enviarle el template. Esta <https://docs.google.com/spreadsheets/d/1GcPb8MtcVvczV4sw6Kh9stW7n_KIxWwRlNtfdkiVhbk/edit?usp=sharing|aquí>",2022-02-14 21:27:39,2022-02-14 21:27:39,2022-02-14 22:34:40,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,1.12
paula,,":rotating_light::robot_face: El siguiente usuario de SII Group esta en Loop _""ups...no te entendí""_
• ID: 179530
• Usuario: Vero 
• WhatsApp: 56982983483
• FAQ error: 4435
",2022-02-15 17:49:10,2022-02-15 17:49:10,2022-02-15 21:37:09,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,3.8
paula,istuardo,":writing_hand::skin-tone-3: :robot_face: Cambiar nuevamente, dado a que volvió a aparecer el anterior,  el mensaje que reciben los usuarios nuevo una vez este termine el proceso de inscripción en el formulario por el siguiente template <https://www.twilio.com/console/sms/whatsapp/templates/HTc3c832de39d3d7667f104723b6659d08|mensaje_inscripcion_nuevo_usuario_berta>
• Estado template: Aprobado ",2022-02-15 19:01:50,2022-02-15 19:01:50,2022-02-17 15:01:52,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,44
paula,istuardo,":writing_hand::skin-tone-3::robot_face: Enviar template feliz día de invitación al Webinar de Berta a los usuarios de SII Group entre las 11:00 am a 3:00 pm chile
• _Nombre del template:_ <https://www.twilio.com/console/sms/whatsapp/templates/HT99f4dedbc3c2ff7a4b1ba187cba3a7dc|mensajeexpectativawebinar>
• _Estado del template:_ Aprobado
Lista de la Query de los usuarios a los cuales hay que enviarle el template. Esta <https://docs.google.com/spreadsheets/d/1GcPb8MtcVvczV4sw6Kh9stW7n_KIxWwRlNtfdkiVhbk/edit?usp=sharing|aquí> (editado)",2022-02-16 0:58:58,2022-02-16 0:58:58,2022-02-16 16:30:00,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,15.52
istuardo,,":dart:_ *Iframe nuevo tensor_:* Arreglar estilos en botones, agregar botón de mute, habilitar texto libre en caso de que no vengan botones",2022-02-16 14:04:02,2022-02-16 14:04:02,2022-02-23 14:14:23,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,168.17
istuardo,juan,:writing_hand::skin-tone-4: :robot_face: ImproveBot: Visualizar estado del envío del template en vista de Campañas,2022-02-16 14:32:38,2022-02-16 14:32:38,2022-02-25 14:11:28,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,215.65
istuardo,istuardo,:rotating_light: :dart: :robot_face: _*Delivery Gourmet*_: Reservaciones no funcionan correctamente.,2022-02-17 14:18:16,2022-02-17 14:18:16,2022-02-23 14:18:22,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,144
jmansilla,juan,:robot_face: tengo problemas para editar una faq :disappointed:,2022-02-17 20:11:14,2022-02-17 20:11:14,2022-02-22 14:05:22,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,113.9
istuardo,istuardo,:rotating_light: :dart: _*PY*_: Validar que la actualización cumple con lo que necesita PY + DG + Erika,2022-02-21 13:58:40,2022-02-21 13:58:40,2022-02-22 15:33:30,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,25.58
david,jmansilla,:writing_hand::skin-tone-4: :robot_face: DG Livechat : agregar origin URL al perfil de las personas en el livechat para saber de qué marca proviene el livechat,2022-02-21 14:17:29,2022-02-21 14:17:29,2022-02-25 14:14:07,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,95.94
paula,,":writing_hand::skin-tone-3::robot_face: *Pagina CompletaMENTE:* Cambiar el número de contacto de WhatsApp por <tel:+56732520516|+56 73 252 0516>
• <https://www.completamente.ai/contact>
",2022-02-21 15:43:54,2022-02-21 15:43:54,2022-03-02 15:41:12,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,215.95
paula,,":rotating_light::dart: *Live chat:* No me recibe mis credenciales, motivo por el cual no puedo ingresar.
• _Compañia:_ Completamente
• _Usuario:_ pcorredor
• _Contraseña:_ completamente. 2021
",2022-02-21 16:44:07,2022-02-21 16:44:07,2022-02-21 17:14:47,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,0.51
istuardo,istuardo,:rotating_light: :dart: :robot_face: _*Delivery Gourmet*_ : Problema de reservas persiste a pesar de la modificación de Iframe,2022-02-23 14:12:49,2022-02-23 14:12:49,2022-02-24 18:19:29,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,28.11
david,istuardo,":writing_hand::skin-tone-3::robot_face: Integrar el bot de madesal (nuevo) a sirena, envio de leads, envio de solicitudes de contacto.",2022-02-23 14:33:19,2022-02-23 14:33:19,2022-02-28 13:42:04,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,119.15
vprieto,andresg,:writing_hand::skin-tone-4: :robot_face: Data: Comenzar a medir los usuarios en la página web para medir la tasa de conversión de los Bots,2022-02-23 16:19:04,2022-02-23 16:19:04,2022-02-25 14:17:17,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,45.97
vprieto,istuardo,:dart: :robot_face: Livechat: Que se puedan enviar archivos a través del Iframe Web (No urgente pero importante de tomar en cuenta),2022-02-23 16:30:31,2022-02-23 16:30:31,2022-02-28 14:41:18,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,118.18
vprieto,istuardo,":writing_hand::skin-tone-4: :robot_face: Livechat: Aún cuando el livechat ya está activo (Iframe Web), me sigue apareciendo el botón ""Hablar con Agente""",2022-02-23 16:31:46,2022-02-23 16:31:46,2022-03-01 17:38:41,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,145.12
vprieto,istuardo,":writing_hand::skin-tone-4: :robot_face: Livechat: Aún cuando el usuario ya cierra la página web, en el livechat se mantiene la sesión activa en el Livechat de cliente",2022-02-23 16:34:31,2022-02-23 16:34:31,2022-02-28 14:31:28,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,117.95
vprieto,,:writing_hand::skin-tone-4: :robot_face: Livechat: Que la entrada de un Livechat se notifique mediante Whatsapp,2022-02-24 13:32:29,2022-02-24 13:32:29,2022-03-15 19:29:55,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,461.96
david,istuardo,:rotating_light: :dart:  No se muestran los botones para activar el livechat en Ema DG,2022-02-24 16:29:59,2022-02-24 16:29:59,2022-02-28 14:04:00,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,93.57
istuardo,istuardo,:writing_hand::skin-tone-4: :dart:  NEW-IFRAME: Cambiar JSON to String en URL de MakeChat,2022-02-24 18:59:57,2022-02-24 18:59:57,2022-02-28 14:17:27,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,91.29
istuardo,istuardo,:writing_hand::skin-tone-4: :dart:  NEW-IFRAME: Revisar Make Chat de <http://app.krino.ai|app.krino.ai>,2022-02-25 14:03:08,2022-02-25 14:03:08,2022-02-28 14:17:13,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,72.23
paula,,:rotating_light::robot_face: Berta: La FAQ 3817 no esta funcionando. Berta no envía respuesta al usuario.,2022-02-26 16:37:28,2022-02-26 16:37:28,2022-03-02 15:40:24,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,95.05
paula,,:writing_hand::skin-tone-3::robot_face: *Berta:* las reeactivaciones automáticas se están enviado 2 veces seguidas.,2022-02-28 14:54:34,2022-02-28 14:54:34,2022-03-11 14:43:58,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,263.82
david,jmansilla,:rotating_light::robot_face::dart:Enviar y/o crear documentacion apis ECR,2022-03-07 14:12:29,2022-03-07 14:12:29,2022-03-09 14:41:15,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,48.48
paula,nsanhueza,":writing_hand::skin-tone-3::robot_face: Berta template: Enviar el siguiente template masivo a los usuarios de Berta a las 3:00 pm chile
• _*Nombre del template:*_ <https://www.twilio.com/console/sms/whatsapp/templates/HT2d9666d696f49c2731c81a784b1ccdbc|dia_de_la_mujer>
• *Estado del template:* aprobado
Lista de la Query de los usuarios a los cuales hay que enviarle el template. Esta <https://docs.google.com/spreadsheets/d/1GcPb8MtcVvczV4sw6Kh9stW7n_KIxWwRlNtfdkiVhbk/edit#gid=384583525|aqui>",2022-03-08 13:31:28,2022-03-08 13:31:28,2022-03-08 18:20:18,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,4.81
paula,andresg,":rotating_light::dart: *Berta - resultados:* 

Los resultados del formulario de Bornout no aparecen con los datos actualizados. Aparecen 29 respuestas _(Ver imagenes de torta)_, aun cuando según el nivel de avance de los usuarios en el flujo indican que 51 _(Ver imagen de funel)_   ya terminaron la semana 0.

*En conclusión deberíamos tener la misma cantidad de respuestas que usuarios terminaron la semana 0.*  ",2022-03-08 19:55:30,2022-03-08 19:55:30,2022-03-09 0:21:38,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,4.44
vprieto,nsanhueza,":rotating_light: :robot_face:  No aparece en Improvebot el historial de estas conversaciones:

182898, 183497, 185647, 184861, 182622, 183058, 183024, 183026, 187311, 205365, 200268, 212226, 190938, 195128",2022-03-09 22:11:23,2022-03-09 22:11:23,2022-03-10 17:52:35,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,19.69
omar,,":robot_face: :
Subir el Bot Kripton a nuestra página web.

<@U02217J5895> Nos podrías ayudar? O lo tenemos que hacer desde elemento",2022-03-10 16:27:53,2022-03-10 16:27:53,2022-03-11 15:07:13,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,22.66
paula,juan,:writing_hand::skin-tone-3: :robot_face: *Berta:* Poner la hora y fecha de los mensajes enviados de Berta al usuario y del usuario a Berta  en el historial de las conversaciones.,2022-03-10 17:58:24,2022-03-10 17:58:24,2022-03-11 15:40:49,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,21.71
paula,,:writing_hand::skin-tone-3: :robot_face: *Berta:* Poner el nombre de los usuarios en mayúscula,2022-03-10 17:59:24,2022-03-10 17:59:24,2022-03-14 14:28:47,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,92.49
paula,,":writing_hand::skin-tone-3::dart: *Berta:* Hacer solicitud en Twilio de cambiar el nombre del número de Berta por:
• De krino a Berta powered by Krino. ",2022-03-10 18:03:24,2022-03-10 18:03:24,2022-03-14 13:52:43,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,91.82
david,istuardo,:writing_hand::skin-tone-3::dart: generar faqs fechas licencias medicas y enviar variables en en el JSON (ecr),2022-03-11 14:16:35,2022-03-11 14:16:35,2022-03-24 14:39:39,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,312.38
david,istuardo,:writing_hand::skin-tone-3::dart: Conectar nuevo sistema de autenticación ECR,2022-03-11 14:18:46,2022-03-11 14:18:46,2022-03-24 14:39:56,TRUE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,312.35
paula,,":rotating_light: :robot_face: Estas conversaciones no aparecen en el historial de Krino o de Improvebot: 212218, 182616, 184865, 212064, 185405, 182617, 195117, 186437, 215969, 181968, 181534, 182389, 215982, 186666, 184864, 215972, 212227, 182867, 185588, 215996, 186577, 183715, 218301

Tampoco tienen estado asociado",2022-03-14 14:29:28,2022-03-14 14:29:28,2022-03-14 15:54:56,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,1.42
omar,,":writing_hand::skin-tone-3: *Kriator/Registro:* 
Eliminar los espacios de Nombre, Nombre de empresa y Contraseña.",2022-03-14 19:10:57,2022-03-14 19:10:57,2022-03-15 17:33:32,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,22.38
david,juan,:writing_hand::skin-tone-3::dart: Agregar Bot de bienvenida a la pagina de bienvenida de WeBot <https://krino.ai/bienvenido/> bot id 508,2022-03-16 14:15:02,2022-03-16 14:15:02,2022-03-18 16:33:31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,50.31
david,,Depronto los tomo alguien más,2022-03-16 20:52:18,2022-03-16 20:52:18,2022-03-16 20:59:49,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,0.13
paula,,":rotating_light::robot_face: *Crones de reactivación Berta:* 
Los crones no funcionaron para los siguientes usuarios:
183058, 212220, 212212, 200269, 200268, 201227, 212214, 185413, 192144, 212209, 212242, 212216, 206825, 212211, 183049, 212228, 182865, 181956, 212215, 183030, 182967, 182869, 182883, 182914, 183255, 183212, 185507, 183073, 183388, 183068, 183126, 183159, 183240, 183244, 183476, 184121, 185417, 185496, 215995, 185648, 212221, 212213, 183238, 200911, 212226, 212235, 212217, 182910, 183024, 183026, 182868, 182882, 205365, 183071, 183023.

Estos usuarios ya quedaron activados manualmente. Sin embargo levanto el ticket para que podamos analizar los motivos de esta falla.",2022-03-17 20:07:58,2022-03-17 20:07:58,2022-03-24 14:42:52,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,162.58
paula,,":rotating_light::robot_face: *Historial de Conversaciones Berta:*
 No aparece el historial de 190938 y 212218",2022-03-17 20:12:26,2022-03-17 20:12:26,2022-03-28 18:35:59,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,262.39
paula,,":writing_hand::skin-tone-4: :robot_face: *Historial de Conversaciones Berta:* 
Validar que el historial de conversación de estos usuarios este completo: 185507, 215995, 185648, 212221, 212213, 183238",2022-03-17 20:14:21,2022-03-17 20:14:21,2022-03-28 18:38:20,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,262.4
paula,,":writing_hand::skin-tone-3::robot_face: Transpaso Berta a Kriator:
Validar si es posible que el paso de Berta sea visualmente mucho mas desagrupado o organizado.",2022-03-18 15:28:32,2022-03-18 15:28:32,2022-03-24 16:34:03,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,145.09
paula,,":rotating_light::robot_face: *Berta:* 
• Se salta la FAQ 6760. El usuario va de la FAQ 4646 a la FAQ 6757. 
• *Notas:*
```* Se muestra en base de datos que se paso por la FAQ 6760 pero no en la conversación de WSP.
* En Twilio se ve que se salta. ```",2022-03-18 16:38:46,2022-03-18 16:38:46,2022-03-28 18:36:56,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,241.97
david,istuardo,":rotating_light::robot_face: Chicos tenemos un bug urgente al cargar un link en la plataforma en la app, cuando el bot esta publicado no se abren bien los links",2022-03-23 19:14:43,2022-03-23 19:14:43,2022-03-23 19:19:13,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,0.07
david,istuardo,:writing_hand::skin-tone-4: :dart:: Revisar documentación y probar apis delivery gourmet para la integracíon del carrito de compras,2022-03-24 13:36:25,2022-03-24 13:36:25,2022-03-24 14:25:09,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,0.81
paula,,":writing_hand::skin-tone-3::robot_face: *Berta:* 
Ajustar el cron de reactivación para que en caso de que el usuario se quede en la penúltima FAQ antes del terminar el flujo o en la última, a la hora de realizar la reactivación, Berta lo active en la FAQ siguiente, no en la anterior.

Para que no sucede lo que le sucedió a este usuario",2022-03-24 16:37:41,2022-03-24 16:37:41,2022-03-25 15:33:36,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,22.93
paula,,":rotating_light: :dart: *Base de datos Berta:*
El mensaje correspondiente a la FAQ 3055 que es _""Gracias por dejarte conocerte un poquito más""_ esta siendo tomado por la FAQ anterior 3382""

Porfa hacer el ajuste para el mensaje sea tomado en la FAQ 3055.


Gracias!",2022-03-24 17:43:59,2022-03-24 17:43:59,2022-03-25 15:31:45,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,21.8
andresg,,:rotating_light: :dart:  Se volvió a caer Metabase,2022-03-24 18:35:06,2022-03-24 18:35:06,2022-03-25 0:45:12,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,6.17
paula,,":writing_hand::skin-tone-3: :robot_face: Template Berta: Enviar el siguiente template masivo a los usuarios de Berta a las 8:00 pm chile
• _*Nombre del template:*_ <https://www.twilio.com/console/sms/whatsapp/templates/HTdd84af0cebfeb1bb2dd424b456a3b54b|berta_no_disponible_29_marzo>
• *Estado del template:* Pedido
Lista de la Query de los usuarios a los cuales hay que enviarle el template. Esta <https://docs.google.com/spreadsheets/d/1GcPb8MtcVvczV4sw6Kh9stW7n_KIxWwRlNtfdkiVhbk/edit#gid=384583525|aqui>",2022-03-28 19:09:49,2022-03-28 19:09:49,2022-03-29 1:08:34,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,5.98
paula,jmansilla,":rotating_light::robot_face: *Berta:* 
Berta esta enviado primero la opción de respuestas antes que el texto introductorio o explicativo al usuario.",2022-03-28 20:16:11,2022-03-28 20:16:11,2022-03-29 23:15:45,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,26.99
david,,:rotating_light: :dart: revisar si los leads de madesal estan enviandose a sirena,2022-03-29 15:32:44,2022-03-29 15:32:44,2022-03-30 15:17:12,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,23.74
